"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"1176","P09104;F5H0C8;F5H1C3;U3KQP4;U3KQQ1","P09104;F5H0C8;F5H1C3;U3KQP4;U3KQQ1","P09104;F5H0C8","11;9;4;2;1","7;7;3;2;1","7;7;3;2;1","Gamma-enolase;Phosphopyruvate hydratase",5,11,7,7
"1177","P09211;A8MX94;A0A087X2E9;A0A2R8Y5E5;A0A087X243","P09211;A8MX94;A0A087X2E9;A0A2R8Y5E5;A0A087X243","P09211;A8MX94","12;9;5;2;1","12;9;5;2;1","12;9;5;2;1","Glutathione S-transferase P;Glutathione S-transferase",5,12,12,12
"1178","P09382","P09382","P09382","7","7","7","Galectin-1",1,7,7,7
"1179","P09417;B7Z415;D6RGG7;D6RHJ7;H0Y8F7","P09417;B7Z415;D6RGG7;D6RHJ7;H0Y8F7","P09417;B7Z415;D6RGG7;D6RHJ7","4;3;3;2;1","4;3;3;2;1","4;3;3;2;1","Dihydropteridine reductase;Dihydropteridine reductase;Dihydropteridine reductase;Dihydropteridine reductase",5,4,4,4
"1180","Q5T7C4;P09429;B2RPK0;P23497","Q5T7C4;P09429;B2RPK0;P23497","Q5T7C4;P09429;B2RPK0","9;9;5;1","9;9;5;1","8;8;4;1","High mobility group protein B1;High mobility group protein B1;Putative high mobility group protein B1-like 1",4,9,9,8
"1181","P09467;A0A3B3IUC7;A0A804HJK9;Q5VZC3","P09467;A0A3B3IUC7;A0A804HJK9;Q5VZC3","P09467;A0A3B3IUC7","6;4;2;1","6;4;2;1","6;4;2;1","Fructose-1,6-bisphosphatase 1;Fructose-bisphosphatase",4,6,6,6
"1182","P09497;H0Y9Q6;D6RJD1","P09497;H0Y9Q6;D6RJD1","P09497","4;1;1","4;1;1","4;1;1","Clathrin light chain B",3,4,4,4
"1183","P09525;Q6P452;B4E1S2","P09525;Q6P452;B4E1S2","P09525;Q6P452","18;16;4","18;16;4","18;16;4","Annexin A4;Annexin",3,18,18,18
"1184","P09543;K7ERC4;K7EN66;C9K0L8;K7ERZ0","P09543;K7ERC4;K7EN66;C9K0L8;K7ERZ0","P09543","6;2;1;1;1","6;2;1;1;1","6;2;1;1;1","2,3-cyclic-nucleotide 3-phosphodiesterase",5,6,6,6
"1185","P09619","P09619","P09619","2","2","2","Platelet-derived growth factor receptor beta",1,2,2,2
"1186","P09661;H0YMA0;H0YLR3;H0YKK0","P09661;H0YMA0;H0YLR3;H0YKK0","P09661;H0YMA0;H0YLR3;H0YKK0","6;4;3;3","6;4;3;3","6;4;3;3","U2 small nuclear ribonucleoprotein A;U2 small nuclear ribonucleoprotein A (Fragment);U2 small nuclear ribonucleoprotein A (Fragment);Small nuclear ribonucleoprotein polypeptide A, isoform CRA_a",4,6,6,6
"1187","P09669","P09669","P09669","3","3","3","Cytochrome c oxidase subunit 6C",1,3,3,3
"1188","P09758","P09758","P09758","4","4","4","Tumor-associated calcium signal transducer 2",1,4,4,4
"1189","P09874;A0A7I2V3E1;A0A7I2V5E9;A0A7I2V625;A0A7I2V384","P09874;A0A7I2V3E1;A0A7I2V5E9;A0A7I2V625;A0A7I2V384","P09874;A0A7I2V3E1","14;13;3;3;1","14;13;3;3;1","14;13;3;3;1","Poly [ADP-ribose] polymerase 1;Poly [ADP-ribose] polymerase",5,14,14,14
"1190","P09960;B4DEH5","P09960;B4DEH5","P09960","21;4","21;4","21;4","Leukotriene A-4 hydrolase",2,21,21,21
"1191","P09972;A8MVZ9;J3KSV6;J3QKP5;K7EKH5;C9J8F3;J3QKK1","P09972;A8MVZ9;J3KSV6;J3QKP5;K7EKH5;C9J8F3;J3QKK1","P09972;A8MVZ9;J3KSV6;J3QKP5;K7EKH5;C9J8F3","10;7;6;6;5;5;3","7;7;6;6;5;5;3","7;7;6;6;5;5;3","Fructose-bisphosphate aldolase C;Fructose-bisphosphate aldolase;Fructose-bisphosphate aldolase (Fragment);Fructose-bisphosphate aldolase (Fragment);Fructose-bisphosphate aldolase (Fragment);Fructose-bisphosphate aldolase (Fragment)",7,10,7,7
"1192","Q71UI9;P0C0S5;C9J0D1;A0A494C189;C9J386","Q71UI9;P0C0S5;C9J0D1;A0A494C189;C9J386","Q71UI9;P0C0S5;C9J0D1;A0A494C189;C9J386","6;6;5;5;3","4;4;3;3;2","4;4;3;3;2","Histone H2A.V;Histone H2A.Z;Histone H2A;Histone H2A;Histone H2A",5,6,4,4
"1193","P0DP25;P0DP24;P0DP23;E7EMB3;M0QZ52;Q96HY3;F8WBR5;G3V479;G3V361;A0A590UJI2;A0A590UJC0;G3V226;P27482;C9J7T9;P02585","P0DP25;P0DP24;P0DP23;E7EMB3;M0QZ52;Q96HY3;F8WBR5;G3V479;G3V361;A0A590UJI2;A0A590UJC0;G3V226;P27482;C9J7T9;P02585","P0DP25;P0DP24;P0DP23;E7EMB3;M0QZ52;Q96HY3","11;11;11;10;6;6;5;5;5;5;4;4;2;1;1","11;11;11;10;6;6;5;5;5;5;4;4;2;1;1","11;11;11;10;6;6;5;5;5;5;4;4;2;1;1","Calmodulin-3;Calmodulin-2;Calmodulin-1;Calmodulin-2;Calmodulin 3 (Phosphorylase kinase, delta), isoform CRA_d;CALM1 protein",15,11,11,11
"1194","P10153","P10153","P10153","2","2","2","Non-secretory ribonuclease",1,2,2,2
"1195","P10155;G5E9R9;H0Y9N5","P10155;G5E9R9;H0Y9N5","P10155","11;3;2","11;3;2","11;3;2","RNA-binding protein RO60",3,11,11,11
"1196","P10253","P10253","P10253","2","2","2","Lysosomal alpha-glucosidase",1,2,2,2
"1197","P10301","P10301","P10301","5","5","3","Ras-related protein R-Ras",1,5,5,3
"1198","P10599","P10599","P10599","4","4","4","Thioredoxin",1,4,4,4
"1199","P10606","P10606","P10606","4","4","4","Cytochrome c oxidase subunit 5B, mitochondrial",1,4,4,4
"1200","P10620;F5H7F6;F5H6X2;F5GX73;F5H613;F5H760","P10620;F5H7F6;F5H6X2;F5GX73;F5H613;F5H760","P10620;F5H7F6;F5H6X2","5;3;3;2;2;2","5;3;3;2;2;2","5;3;3;2;2;2","Microsomal glutathione S-transferase 1;Microsomal glutathione S-transferase 1 (Fragment);Microsomal glutathione S-transferase 1 (Fragment)",6,5,5,5
"1201","P10644;K7EM13;K7EPB2;K7EIE5;K7EJ40;K7EK41;K7EMZ6;H7BYW5;P31321;K7EKR1;K7EPR5;K7EQK3;K7EMU2;X6RAV4;C9JSK5","P10644;K7EM13;K7EPB2;K7EIE5;K7EJ40;K7EK41;K7EMZ6;H7BYW5;P31321;K7EKR1;K7EPR5;K7EQK3;K7EMU2;X6RAV4;C9JSK5","P10644;K7EM13;K7EPB2","9;8;5;3;3;3;2;2;2;1;1;1;1;1;1","9;8;5;3;3;3;2;2;2;1;1;1;1;1;1","9;8;5;3;3;3;2;2;2;1;1;1;1;1;1","cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit (Fragment)",15,9,9,9
"1202","X6RA14;P10768;H7BZT7;U3KQT1","X6RA14;P10768;H7BZT7;U3KQT1","X6RA14;P10768;H7BZT7;U3KQT1","6;6;5;5","6;6;5;5","6;6;5;5","S-formylglutathione hydrolase;S-formylglutathione hydrolase;S-formylglutathione hydrolase (Fragment);S-formylglutathione hydrolase",4,6,6,6
"1203","P10809;A0A7I2V2X6;A0A7I2V599;A0A7I2YQK6;A0A7I2V5M1;A0A7I2V5K3;A0A7I2YQ71;A0A7I2V369;E7ESH4;E7EXB4;C9JL25;C9JL19;C9JCQ4;C9J0S9","P10809;A0A7I2V2X6;A0A7I2V599;A0A7I2YQK6;A0A7I2V5M1;A0A7I2V5K3;A0A7I2YQ71;A0A7I2V369;E7ESH4;E7EXB4;C9JL25;C9JL19;C9JCQ4;C9J0S9","P10809;A0A7I2V2X6;A0A7I2V599;A0A7I2YQK6;A0A7I2V5M1","28;27;26;22;15;13;12;12;10;9;3;2;2;1","28;27;26;22;15;13;12;12;10;9;3;2;2;1","28;27;26;22;15;13;12;12;10;9;3;2;2;1","60 kDa heat shock protein, mitochondrial;60 kDa heat shock protein, mitochondrial;60 kDa heat shock protein, mitochondrial;60 kDa heat shock protein, mitochondrial;60 kDa heat shock protein, mitochondrial",14,28,28,28
"1204","P10909;H0YC35;H0YAS8;E7ERK6;H0YLK8;E7ETB4;E5RG36;E5RGB0;E5RH61;E5RJZ5","P10909;H0YC35;H0YAS8;E7ERK6;H0YLK8;E7ETB4;E5RG36;E5RGB0;E5RH61;E5RJZ5","P10909;H0YC35;H0YAS8;E7ERK6;H0YLK8","6;4;3;3;3;2;1;1;1;1","6;4;3;3;3;2;1;1;1;1","6;4;3;3;3;2;1;1;1;1","Clusterin;Clusterin (Fragment);Clusterin (Fragment);Clusterin (Fragment);Clusterin (Fragment)",10,6,6,6
"1205","P11021;A0A7P0TB36;A0A7P0TAI0","P11021;A0A7P0TB36;A0A7P0TAI0","P11021;A0A7P0TB36;A0A7P0TAI0","28;25;22","26;23;20","26;23;20","Endoplasmic reticulum chaperone BiP;78 kDa glucose-regulated protein;78 kDa glucose-regulated protein",3,28,26,26
"1206","P11047","P11047","P11047","29","29","29","Laminin subunit gamma-1",1,29,29,29
"1207","P11142;E9PKE3;E9PNE6;A8K7Q2;E9PN89;E9PLF4;E9PQQ4;E9PQK7;E9PS65;E9PI65;E9PPY6;E9PM13;E9PN25","P11142;E9PKE3;E9PNE6;A8K7Q2;E9PN89;E9PLF4;E9PQQ4;E9PQK7;E9PS65;E9PI65;E9PPY6;E9PM13;E9PN25","P11142;E9PKE3;E9PNE6;A8K7Q2;E9PN89","34;33;24;19;18;11;10;10;10;9;8;8;7","34;33;24;19;18;11;10;10;10;9;8;8;7","13;13;12;13;4;0;0;0;7;0;0;5;0","Heat shock cognate 71 kDa protein;Heat shock cognate 71 kDa protein;Heat shock cognate 71 kDa protein;Heat shock cognate 71 kDa protein;Heat shock cognate 71 kDa protein (Fragment)",13,34,34,13
"1208","P11177;F8WF02;C9J634","P11177;F8WF02;C9J634","P11177;F8WF02;C9J634","6;4;4","6;4;4","6;4;4","Pyruvate dehydrogenase E1 component subunit beta, mitochondrial;Pyruvate dehydrogenase E1 component subunit beta;Pyruvate dehydrogenase E1 component subunit beta",3,6,6,6
"1209","P11215;H3BN02;P20702","P11215;H3BN02;P20702","P11215","3;1;1","3;1;1","3;1;1","Integrin alpha-M",3,3,3,3
"1210","P11216;H0Y4Z6","P11216;H0Y4Z6","P11216","22;4","22;4","16;3","Glycogen phosphorylase, brain form",2,22,22,16
"1211","P11217","P11217","P11217","10","3","3","Glycogen phosphorylase, muscle form",1,10,3,3
"1212","P11279","P11279","P11279","3","3","3","Lysosome-associated membrane glycoprotein 1",1,3,3,3
"1213","Q5T4U5;P11310;A0A7P0TB51;F6YB23;A0A7P0T932;A0A7P0TB55;A0A7P0T8G6;E9PJM9;A0A7P0TA39;A0A7P0TAB2;A0A7P0TBD1;A0A7P0T8J9;A0A7P0TA63;A0A7P0TB28;E9PRX4;A0A7P0T9W7;H0YDT5","Q5T4U5;P11310;A0A7P0TB51;F6YB23;A0A7P0T932;A0A7P0TB55;A0A7P0T8G6;E9PJM9;A0A7P0TA39;A0A7P0TAB2;A0A7P0TBD1;A0A7P0T8J9;A0A7P0TA63;A0A7P0TB28;E9PRX4;A0A7P0T9W7;H0YDT5","Q5T4U5;P11310;A0A7P0TB51;F6YB23;A0A7P0T932;A0A7P0TB55;A0A7P0T8G6","7;7;6;6;5;4;4;3;3;3;3;3;3;2;2;2;1","7;7;6;6;5;4;4;3;3;3;3;3;3;2;2;2;1","7;7;6;6;5;4;4;3;3;3;3;3;3;2;2;2;1","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial;Medium-chain specific acyl-CoA dehydrogenase, mitochondrial;Medium-chain-specific acyl-CoA dehydrogenase, mitochondrial;Medium-chain-specific acyl-CoA dehydrogenase, mitochondrial;Medium-chain-spe",17,7,7,7
"1214","P11387;A0A7P0T852","P11387;A0A7P0T852","P11387;A0A7P0T852","6;4","6;4","6;4","DNA topoisomerase 1;DNA topoisomerase I",2,6,6,6
"1215","P11678","P11678","P11678","29","29","25","Eosinophil peroxidase",1,29,29,25
"1216","P11684;E9PN95","P11684;E9PN95","P11684;E9PN95","3;2","3;2","3;2","Uteroglobin;Uteroglobin",2,3,3,3
"1217","P11766;H0YAG8;D6RAY0;D6R9G2;D6RFE4","P11766;H0YAG8;D6RAY0;D6R9G2;D6RFE4","P11766","9;3;1;1;1","9;3;1;1;1","9;3;1;1;1","Alcohol dehydrogenase class-3",5,9,9,9
"1218","P11908;H7C540;A6NMS2;D3YTJ7","P11908;H7C540;A6NMS2;D3YTJ7","P11908;H7C540","7;4;1;1","7;4;1;1","3;1;1;1","Ribose-phosphate pyrophosphokinase 2;Ribose-phosphate pyrophosphokinase 2 (Fragment)",4,7,7,3
"1219","P12004","P12004","P12004","2","2","2","Proliferating cell nuclear antigen",1,2,2,2
"1220","P12109;A0A087X0S5;A0A804HJ28","P12109;A0A087X0S5;A0A804HJ28","P12109;A0A087X0S5","31;17;12","31;17;12","31;17;12","Collagen alpha-1(VI) chain;Collagen alpha-1(VI) chain (Fragment)",3,31,31,31
"1221","P12110;C9JH44;H7C0M5","P12110;C9JH44;H7C0M5","P12110","26;4;4","26;4;4","26;4;4","Collagen alpha-2(VI) chain",3,26,26,26
"1222","P12111;E7ENL6;A0A804HKQ0;A0A804HKC7","P12111;E7ENL6;A0A804HKQ0;A0A804HKC7","P12111","138;14;9;6","138;14;9;6","110;14;9;6","Collagen alpha-3(VI) chain",4,138,138,110
"1223","P12235;V9GYG0","P12235;V9GYG0","P12235;V9GYG0","9;8","3;3","3;3","ADP/ATP translocase 1;ADP/ATP translocase",2,9,3,3
"1224","P12236","P12236","P12236","11","4","3","ADP/ATP translocase 3",1,11,4,3
"1225","P12270;Q5SWX9","P12270;Q5SWX9","P12270","28;2","28;2","28;2","Nucleoprotein TPR",2,28,28,28
"1226","P12277;A0A0S2Z471;H0YJG0;G3V4N7;G3V461","P12277;A0A0S2Z471;H0YJG0;G3V4N7;G3V461","P12277;A0A0S2Z471","13;12;6;6;3","13;12;6;6;3","13;12;6;6;3","Creatine kinase B-type;Creatine kinase (Fragment)",5,13,13,13
"1227","P12429;D6RA82;D6RFG5;D6RCA8;D6RAZ8;D6RFJ9","P12429;D6RA82;D6RFG5;D6RCA8;D6RAZ8;D6RFJ9","P12429;D6RA82","13;11;6;4;3;2","13;11;6;4;3;2","13;11;6;4;3;2","Annexin A3;Annexin",6,13,13,13
"1228","P12532;F8WCN3;C9JSQ1","P12532;F8WCN3;C9JSQ1","P12532;F8WCN3","3;2;1","3;2;1","3;2;1","Creatine kinase U-type, mitochondrial;Creatine kinase",3,3,3,3
"1229","P12724","P12724","P12724","4","4","4","Eosinophil cationic protein",1,4,4,4
"1230","P12830;H3BVI7;H3BNC6","P12830;H3BVI7;H3BNC6","P12830","6;2;2","6;2;2","6;2;2","Cadherin-1",3,6,6,6
"1231","P12955;K7ES25;A0A494C165;A0A494C194","P12955;K7ES25;A0A494C165;A0A494C194","P12955;K7ES25;A0A494C165","3;2;2;1","3;2;2;1","3;2;2;1","Xaa-Pro dipeptidase;Xaa-Pro dipeptidase (Fragment);Xaa-Pro dipeptidase (Fragment)",4,3,3,3
"1232","P12956;B1AHC9","P12956;B1AHC9","P12956;B1AHC9","29;27","29;27","29;27","X-ray repair cross-complementing protein 6;X-ray repair cross-complementing protein 6",2,29,29,29
"1233","P13010;C9JZ81;H7C0H9","P13010;C9JZ81;H7C0H9","P13010","24;5;1","24;5;1","24;5;1","X-ray repair cross-complementing protein 5",3,24,24,24
"1234","P13073;H3BN72;H3BNV9;Q86WV2;H3BPG0;H3BNI5","P13073;H3BN72;H3BNV9;Q86WV2;H3BPG0;H3BNI5","P13073;H3BN72;H3BNV9;Q86WV2;H3BPG0","4;3;3;2;2;1","4;3;3;2;2;1","4;3;3;2;2;1","Cytochrome c oxidase subunit 4 isoform 1, mitochondrial;Cytochrome c oxidase subunit 4;Cytochrome c oxidase subunit 4;COX4I1 protein;Cytochrome c oxidase subunit 4 (Fragment)",6,4,4,4
"1235","P13473;H0YCG2","P13473;H0YCG2","P13473;H0YCG2","4;2","4;2","4;2","Lysosome-associated membrane glycoprotein 2;Lysosome-associated membrane glycoprotein 2 (Fragment)",2,4,4,4
"1236","P13489;E9PMJ3;E9PLZ3;E9PIM9;H0YCR7;E9PMA9;E9PMN0;E9PIK5","P13489;E9PMJ3;E9PLZ3;E9PIM9;H0YCR7;E9PMA9;E9PMN0;E9PIK5","P13489;E9PMJ3;E9PLZ3;E9PIM9;H0YCR7","8;4;4;4;4;3;3;3","8;4;4;4;4;3;3;3","8;4;4;4;4;3;3;3","Ribonuclease inhibitor;Ribonuclease inhibitor (Fragment);Ribonuclease inhibitor (Fragment);Ribonuclease inhibitor (Fragment);Ribonuclease inhibitor (Fragment)",8,8,8,8
"1237","P13611;E9PF17;D6RGZ6;Q86W61","P13611;E9PF17;D6RGZ6;Q86W61","P13611;E9PF17;D6RGZ6","15;10;8;5","15;10;8;5","15;10;8;5","Versican core protein;Versican core protein;Versican core protein (Fragment)",4,15,15,15
"1238","P13639;M0R0I6","P13639;M0R0I6","P13639","31;1","31;1","30;1","Elongation factor 2",2,31,31,30
"1239","P13667;A0A499FI48;C9JMN9","P13667;A0A499FI48;C9JMN9","P13667;A0A499FI48","26;25;1","26;25;1","26;25;1","Protein disulfide-isomerase A4;Protein disulfide-isomerase",3,26,26,26
"1240","P13674","P13674","P13674","2","2","2","Prolyl 4-hydroxylase subunit alpha-1",1,2,2,2
"1241","P13716;B7ZBK6","P13716;B7ZBK6","P13716;B7ZBK6","2;1","2;1","2;1","Delta-aminolevulinic acid dehydratase;Porphobilinogen synthase (Fragment)",2,2,2,2
"1242","P13727","P13727","P13727","5","5","5","Bone marrow proteoglycan",1,5,5,5
"1243","P13796;Q5TBN3;Q5TBN5","P13796;Q5TBN3;Q5TBN5","P13796","23;5;1","23;5;1","19;2;1","Plastin-2",3,23,23,19
"1244","P13797;H7C4N2;U3KQI3","P13797;H7C4N2;U3KQI3","P13797","20;6;5","16;6;3","14;4;3","Plastin-3",3,20,16,14
"1245","P13807","P13807","P13807","2","2","2","Glycogen [starch] synthase, muscle",1,2,2,2
"1246","P13861;H7C1L0;H7C330;H7C4A9;C9J830","P13861;H7C1L0;H7C330;H7C4A9;C9J830","P13861","14;5;4;3;3","14;5;4;3;3","12;4;3;3;3","cAMP-dependent protein kinase type II-alpha regulatory subunit",5,14,14,12
"1247","P14174","P14174","P14174","2","2","2","Macrophage migration inhibitory factor",1,2,2,2
"1248","P14324;A0A087X1D8;A0A087WVN4;A0A087WTP2;A0A087X090","P14324;A0A087X1D8;A0A087WVN4;A0A087WTP2;A0A087X090","P14324;A0A087X1D8;A0A087WVN4","5;4;4;2;1","5;4;4;2;1","5;4;4;2;1","Farnesyl pyrophosphate synthase;Farnesyl pyrophosphate synthase (Fragment);Farnesyl pyrophosphate synthase (Fragment)",5,5,5,5
"1249","P14543","P14543","P14543","30","30","29","Nidogen-1",1,30,30,29
"1250","P14550;V9GYG2;V9GYP9;Q5T621","P14550;V9GYG2;V9GYP9;Q5T621","P14550","13;4;4;4","13;4;4;4","13;4;4;4","Aldo-keto reductase family 1 member A1",4,13,13,13
"1251","P14618;B4DNK4","P14618;B4DNK4","P14618;B4DNK4","32;29","32;29","3;3","Pyruvate kinase PKM;Pyruvate kinase",2,32,32,3
"1252","P14866","P14866","P14866","12","12","2","Heterogeneous nuclear ribonucleoprotein L",1,12,12,2
"1253","P14868;H7BZ35;C9J7S3;C9JLC1;C9JQM9;H7C278","P14868;H7BZ35;C9J7S3;C9JLC1;C9JQM9;H7C278","P14868","18;8;7;7;5;5","18;8;7;7;5;5","18;8;7;7;5;5","Aspartate--tRNA ligase, cytoplasmic",6,18,18,18
"1254","P14923;C9JTX4;C9J826;C9JK18;C9JKY1","P14923;C9JTX4;C9J826;C9JK18;C9JKY1","P14923","12;5;5;5;5","10;5;5;5;5","10;5;5;5;5","Junction plakoglobin",5,12,10,10
"1255","P14927;E5RHG9;B7Z2R2","P14927;E5RHG9;B7Z2R2","P14927;E5RHG9;B7Z2R2","3;2;2","3;2;2","3;2;2","Cytochrome b-c1 complex subunit 7;Cytochrome b-c1 complex subunit 7;Cytochrome b-c1 complex subunit 7",3,3,3,3
"1256","P15088","P15088","P15088","3","3","3","Mast cell carboxypeptidase A",1,3,3,3
"1257","P15121;E9PCX2;C9JRZ8","P15121;E9PCX2;C9JRZ8","P15121;E9PCX2","4;3;1","4;3;1","4;3;1","Aldo-keto reductase family 1 member B1;Aldo-keto reductase family 1 member B1",3,4,4,4
"1258","P15144","P15144","P15144","2","2","2","Aminopeptidase N",1,2,2,2
"1259","P15170;H3BR35;Q8IYD1","P15170;H3BR35;Q8IYD1","P15170;H3BR35","3;2;1","3;2;1","3;2;1","Eukaryotic peptide chain release factor GTP-binding subunit ERF3A;Eukaryotic peptide chain release factor GTP-binding subunit ERF3A (Fragment)",3,3,3,3
"1260","P15311","P15311","P15311","31","21","20","Ezrin",1,31,21,20
"1261","P15374;A0A087WTB8;Q5TBK7","P15374;A0A087WTB8;Q5TBK7","P15374;A0A087WTB8","3;2;1","3;2;1","3;2;1","Ubiquitin carboxyl-terminal hydrolase isozyme L3;Ubiquitin carboxyl-terminal hydrolase",3,3,3,3
"1262","P15880;H0YEN5;E9PQD7;I3L404;E9PMM9;E9PPT0;E9PM36;H3BNG3","P15880;H0YEN5;E9PQD7;I3L404;E9PMM9;E9PPT0;E9PM36;H3BNG3","P15880;H0YEN5;E9PQD7;I3L404;E9PMM9;E9PPT0","10;8;7;6;6;5;4;1","10;8;7;6;6;5;4;1","10;8;7;6;6;5;4;1","40S ribosomal protein S2;40S ribosomal protein S2 (Fragment);40S ribosomal protein S2;40S ribosomal protein S2 (Fragment);40S ribosomal protein S2 (Fragment);40S ribosomal protein S2",8,10,10,10
"1263","P15924","P15924","P15924","26","26","26","Desmoplakin",1,26,26,26
"1264","P16050","P16050","P16050","14","14","14","Polyunsaturated fatty acid lipoxygenase ALOX15",1,14,14,14
"1265","P16152;E9PQ63;A8MTM1","P16152;E9PQ63;A8MTM1","P16152;E9PQ63;A8MTM1","9;6;6","9;6;6","7;4;4","Carbonyl reductase [NADPH] 1;Carbonyl reductase [NADPH] 1;Carbonyl reductase [NADPH] 1",3,9,9,7
"1266","P16220;E9PAR2;C9J4L5;C9JBT4;H7C3I0;E7EWP8;C9J896;G5E998;P18846","P16220;E9PAR2;C9J4L5;C9JBT4;H7C3I0;E7EWP8;C9J896;G5E998;P18846","P16220;E9PAR2;C9J4L5;C9JBT4;H7C3I0;E7EWP8;C9J896;G5E998;P18846","2;1;1;1;1;1;1;1;1","2;1;1;1;1;1;1;1;1","2;1;1;1;1;1;1;1;1","Cyclic AMP-responsive element-binding protein 1;cAMP-responsive element modulator;Cyclic AMP-responsive element-binding protein 1 (Fragment);Cyclic AMP-responsive element-binding protein 1 (Fragment);Cyclic AMP-responsive element-binding protein 1 (Fragmen",9,2,2,2
"1267","P16284;A0A075B727;A0A075B737;A0A075B728","P16284;A0A075B727;A0A075B737;A0A075B728","P16284;A0A075B727","4;2;1;1","4;2;1;1","4;2;1;1","Platelet endothelial cell adhesion molecule;Platelet endothelial cell adhesion molecule (Fragment)",4,4,4,4
"1268","P16401","P16401","P16401","9","6","6","Histone H1.5",1,9,6,6
"1269","P16402","P16402","P16402","12","2","2","Histone H1.3",1,12,2,2
"1270","P16403","P16403","P16403","12","12","2","Histone H1.2",1,12,12,2
"1271","P16435;H0Y4R2;E7EMD0;E7EWU0;C9JU80","P16435;H0Y4R2;E7EMD0;E7EWU0;C9JU80","P16435;H0Y4R2;E7EMD0","13;11;9;1;1","13;11;9;1;1","13;11;9;1;1","NADPH--cytochrome P450 reductase;NADPH--hemoprotein reductase (Fragment);NADPH--cytochrome P450 reductase",5,13,13,13
"1272","P16615;H7C5W9;O14983;Q93084;H3BVB2;J3QSY6","P16615;H7C5W9;O14983;Q93084;H3BVB2;J3QSY6","P16615;H7C5W9","24;18;10;5;2;1","24;18;10;5;2;1","24;18;10;5;2;1","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2;P-type Ca(2+) transporter (Fragment)",6,24,24,24
"1273","P16870;H0YAM0;D6RF88;C9JE88;D6R930","P16870;H0YAM0;D6RF88;C9JE88;D6R930","P16870","6;1;1;1;1","6;1;1;1;1","6;1;1;1;1","Carboxypeptidase E",5,6,6,6
"1274","P16989","P16989","P16989","7","4","4","Y-box-binding protein 3",1,7,4,4
"1275","P17096","P17096","P17096","3","3","3","High mobility group protein HMG-I/HMG-Y",1,3,3,3
"1276","P17152","P17152","P17152","2","2","2","Transmembrane protein 11, mitochondrial",1,2,2,2
"1277","P17174","P17174","P17174","13","13","13","Aspartate aminotransferase, cytoplasmic",1,13,13,13
"1278","P17655;C9JWY7","P17655;C9JWY7","P17655","15;1","15;1","15;1","Calpain-2 catalytic subunit",2,15,15,15
"1279","P17661","P17661","P17661","36","31","31","Desmin",1,36,31,31
"1280","P17813","P17813","P17813","3","3","3","Endoglin",1,3,3,3
"1281","P17858","P17858","P17858","15","15","11","ATP-dependent 6-phosphofructokinase, liver type",1,15,15,11
"1282","P17931;G3V3R6","P17931;G3V3R6","P17931;G3V3R6","7;5","7;5","7;5","Galectin-3;Galectin",2,7,7,7
"1283","P17987;E7ERF2;E7EQR6;F5H282;F5GZ03;F5H136;F5GZI8;F5H676;F5H726;F5GYL4;F5H7Y1","P17987;E7ERF2;E7EQR6;F5H282;F5GZ03;F5H136;F5GZI8;F5H676;F5H726;F5GYL4;F5H7Y1","P17987;E7ERF2;E7EQR6;F5H282","21;16;13;11;7;6;5;5;4;3;1","21;16;13;11;7;6;5;5;4;3;1","21;16;13;11;7;6;5;5;4;3;1","T-complex protein 1 subunit alpha;T-complex protein 1 subunit alpha;T-complex protein 1 subunit alpha;T-complex protein 1 subunit alpha",11,21,21,21
"1284","P18031;B4DSN5","P18031;B4DSN5","P18031;B4DSN5","2;1","2;1","2;1","Tyrosine-protein phosphatase non-receptor type 1;Tyrosine-protein phosphatase non-receptor type",2,2,2,2
"1285","P18077;F8WBS5;F8WB72;C9K025","P18077;F8WBS5;F8WB72;C9K025","P18077;F8WBS5;F8WB72;C9K025","4;3;3;3","4;3;3;3","4;3;3;3","60S ribosomal protein L35a;60S ribosomal protein L35a;60S ribosomal protein L35a;60S ribosomal protein L35a (Fragment)",4,4,4,4
"1286","P18085;C9JPM4;C9JAK5;U3KQF2","P18085;C9JPM4;C9JAK5;U3KQF2","P18085;C9JPM4;C9JAK5","11;9;9;5","11;9;9;5","7;5;7;5","ADP-ribosylation factor 4;ADP-ribosylation factor 4 (Fragment);ADP-ribosylation factor 4",4,11,11,7
"1287","P18124;A8MUD9;C9JIJ5;C9JZ88","P18124;A8MUD9;C9JIJ5;C9JZ88","P18124;A8MUD9","10;8;3;2","10;8;3;2","10;8;3;2","60S ribosomal protein L7;60S ribosomal protein L7",4,10,10,10
"1288","P18206;A0A096LPE1","P18206;A0A096LPE1","P18206","56;2","56;2","56;2","Vinculin",2,56,56,56
"1289","P18583;A0A8Q3SI10;J3QSZ5;H7C1M2","P18583;A0A8Q3SI10;J3QSZ5;H7C1M2","P18583","11;5;5;3","11;5;5;3","11;5;5;3","Protein SON",4,11,11,11
